#Format:      
#Parameter    MagSys|Instrument|Band                           RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I    7705.505197178682    All      2.8143595119079876         -0.18467897199734296      2.212460564504773          -0.8781535461134127       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V    5283.90284388862     All      -0.7438773198743234        2.139165899922091         1.2318774717275163         0.9940750597469329        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R    6422.924176393447    All      -1.2471063740765649        -1.0413890938250958       -3.5356125264846923        -0.09076926250062994      
Check         All|All|All                                      All                  All      0.8233758179570998         0.9130978340996521        -0.09127449025240297       0.02515225113289027       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I    7705.505197178682    All      -0.00029829849645044923    0.00018723957740269989    -0.00043057920235257187    0.00013894095215988495    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V    5283.90284388862     All      -0.003038295489711814      0.00011058807587839709    -0.0022949566607853686     0.0009232815970887998     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R    6422.924176393447    All      5.802321375079656e-05      5.5102857346195125e-05    0.00019784144087022643     7.877498695315828e-06     
MWEBV         All|All|All                                      All                  All      -0.2885628555154045        -4.00609355662187         0.43754888097841677        -1.1913962555089326       
Redshift      All|All|All                                      All                  All      8.758768228406735          -2.3911683465597022       1.6405929433604867         -3.5586890363928507       
