#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4429.402893444503     All      1.1256485936455114         0.34942986324928427       0.5705625497259836        -0.22737839123249756       
Zeropoint     AB|MEGACAMPSF|i           3845.8899477972695    All      1.0964002685186425         0.8169566598965616        -0.6647564230268418       -0.12068900279373233       
Zeropoint     AB|MEGACAMPSF|r           3144.898184941315     All      -1.2262142049225986        -0.16827588426728823      0.0897568623845626        0.34861075270423303        
Check         All|All|All               All                   All      0.9958346572415555         0.9981106388785577        -0.0044370109162955584    0.0005433586780031474      
Lambda        AB|MEGACAMPSF|z           4429.402893444503     All      -0.00011924300369376244    -3.878872796079684e-05    -0.0003701304057588019    9.689384411729558e-06      
Lambda        AB|MEGACAMPSF|i           3845.8899477972695    All      0.0010325342356020768      0.0008307769942479401     -0.0020948407742855985    -0.00015920209362581877    
Lambda        AB|MEGACAMPSF|r           3144.898184941315     All      -0.0025445987465407558     -0.0003530191340842664    3.314036106882363e-05     0.0007153484827110484      
MWEBV         All|All|All               All                   All      -0.6399627977959588        -1.5969847673652282       0.07268915114597815       -0.3084897576098601        
Redshift      All|All|All               All                   All      5.573419010411456          0.8991781738579618        1.8176760540538683        -1.4414394844130665        
