#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4429.402893444503     All      1.3318730806553947         0.40425894905897763        0.28201137646106655       -0.28956956775936515      
Zeropoint     AB|MEGACAMPSF|i           3845.8899477972695    All      0.7199843449164531         0.72992803013463           -0.5725803426315013       -0.0223126455121625       
Zeropoint     AB|MEGACAMPSF|r           3144.898184941315     All      -1.0582438825374532        -0.1365798168794896        0.3012530920346146        0.3136598499240084        
Check         All|All|All               All                   All      0.9936135430343948         0.9976071623141181         0.010684125864179883      0.001777636652480763      
Lambda        AB|MEGACAMPSF|z           4429.402893444503     All      -0.00034787931964265625    -0.00010804634446018196    -0.0007729083972842607    4.3630138356524616e-05    
Lambda        AB|MEGACAMPSF|i           3845.8899477972695    All      0.00029209953442826893     0.0004123675043699216      -0.0029334775750668772    -9.17323966913712e-05     
Lambda        AB|MEGACAMPSF|r           3144.898184941315     All      -0.001063002877800625      -0.0001266611549429039     0.0005998700083548137     0.0003317667472320295     
MWEBV         All|All|All               All                   All      -0.6269940180567981        -1.5933477702938958        0.0732066116034158        -0.31150633434769703      
Redshift      All|All|All               All                   All      5.399109212656089          1.3097481365653252         2.191860297842463         -1.2342267802235656       
