#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6135.624399670777    All      3.102292951479116         -0.7803551971790057       0.736395651686528         -1.2318442815560482       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5123.690466473492    All      -2.1039282821296346       1.7839832126050226        -0.7315191349508735       1.2337763430769992        
Check         All|All|All                            All                  All      0.9983646693494819        1.0036280154260169        0.004876516735654479      0.001932061520951045      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6135.624399670777    All      -0.0006284796127022566    6.752982546585596e-05     -0.001519332888159603     0.0001589123232867254     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5123.690466473492    All      -0.0004634001683471192    -4.561562078338883e-05    -0.0025962277008860658    2.0228453596853214e-05    
MWEBV         All|All|All                            All                  All      -0.4933914434218645       -2.908703478037644        -0.018475524954332165     -0.7875710689037536       
Redshift      All|All|All                            All                  All      7.9318090342118515        -0.8881937616298075       5.309068429958658         -2.636045739718998        
