#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           3468.7257729832572    All      -1.6894859596908365       -0.003830864095810682      0.1144281012409154         0.5541797216498473        
Zeropoint     AB|MEGACAMPSF|z           4885.365844405138     All      0.8840193348149845        0.20009745478724028        -0.13733145594129192       -0.2289043288246584       
Zeropoint     AB|MEGACAMPSF|i           4241.501177136646     All      1.8043283957424499        0.8030992104812285         0.022668199481967743       -0.3251217074697693       
Check         All|All|All               All                   All      0.9988617708665979        0.999365801172658          -0.00023515521840877796    0.00015368535541959716    
Lambda        AB|MEGACAMPSF|r           3468.7257729832572    All      -0.0013252475065507956    -3.5130988602888684e-05    -0.000982172565260019      0.00037640354283624897    
Lambda        AB|MEGACAMPSF|z           4885.365844405138     All      -0.0002635284953981977    -6.0617448452622245e-05    -0.00012573640016400587    6.0483765512412584e-05    
Lambda        AB|MEGACAMPSF|i           4241.501177136646     All      -0.0002656322622845202    -0.00014368583074965584    -0.0019184434149996088     -4.588935385018962e-05    
MWEBV         All|All|All               All                   All      -0.4166432893351699       -1.7905661030667375        -0.020261159512025007      -0.4484360236432297       
Redshift      All|All|All               All                   All      2.455803182003903         0.45524460981134496        -0.4921972032900679        -0.6736122439880449       
