#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_g 3917.2259712037 All -0.49041655730662925 0.5646220249410234 3.382424142692842 0.4946028305526293
Zeropoint AB|SDSS|SDSS_z 7379.902427310749 All 0.13476790743647865 -0.04152745056235041 1.1884467815294641 -0.004390276524199504
Zeropoint AB|SDSS|SDSS_r 5118.643315700073 All 0.9652834565185966 0.27467493709431956 -1.5599135352953408 -0.2945656917784165
Zeropoint AB|SDSS|SDSS_i 6207.2496680233335 All 0.936954038155545 0.05571100945827823 2.8870297256831563 -0.1582149694718809
Check All|All|All All All 1.546588844803991 0.8534805209312708 5.897987114610121 0.037431892778132414
