#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_r 5108.4172116315885 All 1.1992051323404578 0.41038099901646774 -1.5428890824435346 -0.32579802528298185
Zeropoint AB|SDSS|SDSS_i 6194.848729499335 All 0.7335131427763995 0.028306692282701107 1.6273609780038254 -0.1570872952792099
Zeropoint AB|SDSS|SDSS_z 7365.158745131242 All 0.05939113627391419 -0.022543719688119523 0.2757487667633998 -0.014383477171155679
Zeropoint AB|SDSS|SDSS_g 3909.4000771199235 All -0.588750923541177 0.5610699029586037 2.5426057894745213 0.4879992897908111
Check All|All|All All All 1.4033584878495948 0.977213874569653 2.902826451798212 -0.009269507942536337
