#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4329.140319704462    All      -0.23945528221919374       0.15246552019849702       -0.0032833473482600994     0.127514978446573          
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4332.208534023677    All      -0.22750929396674768       0.1603851392955491        -0.02530900477416164       0.12522055361831813        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3540.385370155504    All      -0.14641129091857755       0.06235989559773003       -0.03272644170038081       0.06654321303040893        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6329.126357036913    All      0.3735152471338123         -0.02597719229493478      0.07627011088815386        -0.12672424567982737       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6169.285625932157    All      0.31695572715111525        -0.028395046686924275     -0.1166566726264146        -0.11769796025663137       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5334.680543216054    All      0.1971824434628645         0.11464500869546868       -0.01430505477101439       -0.02752352679837942       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5353.822160893463    All      0.191028740224837          0.0891750041446926        0.12844326881831605        -0.027445279560923495      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5292.14131984441     All      0.1852683462640881         0.12531922085541325       -0.005711938166988099      -0.019782299979658705      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4732.531990034769    All      -0.2256235527940345        0.27151118965189625       0.05131648651911435        0.1642231599671171         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7490.023215537826    All      0.15012641820810785        -0.026138903192407525     0.06511136127040457        -0.05450979312914331       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7769.839164222562    All      0.01930669007145654        -0.005009094347308007     -0.012636039745051635      -0.00848433936932789       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5304.843676085474    All      0.0029529620891395035      0.004243883743981769      -0.03535681103730311       -0.0011573164355922674     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4328.088593877369    All      -0.2707682794798333        0.16871297314278166       -0.05645456158949231       0.14063419468562038        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6126.04104855026     All      0.417087055086427          -0.02651403328401969      -0.050625816988217005      -0.14675466622079233       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7516.181634976564    All      0.10615082253725565        -0.02127750127627337      0.06248442424454625        -0.03871920445994338       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7825.885548049769    All      0.11291081164017414        -0.017773160070788663     0.07601687911626719        -0.03917578477916423       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6270.941624297183    All      0.041371676409361194       -0.006022559268803462     -0.0908400584829633        -0.01949163638121519       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4386.316060741251    All      -0.00875138087106734       0.0047248570242963694     -0.01531902725833954       0.0037060362087854046      
Check         All|All|All                                All                  All      0.9953378600291848         0.9964352019288469        0.0004177563682157305      0.00037608290622398064     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4329.140319704462    All      -9.891594859156468e-05     4.429341176656833e-05     -8.452585806151135e-05     4.2875999284594774e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4332.208534023677    All      -9.957605063171796e-05     4.010219533008327e-05     -0.000162982666874136      3.822463211727837e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3540.385370155504    All      -0.0002152088643217487     7.198383701668284e-05     -3.627116421827744e-05     9.19294957135269e-05       
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6329.126357036913    All      -0.00012066304198330695    3.7544147660547865e-06    -0.00019888250180435268    3.165164625477701e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6169.285625932157    All      -7.910275382517705e-05     1.9742500174740934e-06    -0.00012075937340975186    2.1020511298213402e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5334.680543216054    All      6.779194984294719e-06      1.3338861867727343e-05    -0.0003205084912673257     -1.2166122612440068e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5353.822160893463    All      2.484239310217175e-05      1.4735644487596763e-05    -0.00012099377281948241    -8.691496902555073e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5292.14131984441     All      -1.7356030870150553e-05    1.966737745101905e-05     -0.0005165092392822219     -1.098969298387453e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4732.531990034769    All      -9.733546252283504e-05     -4.19727095667672e-05     -0.0004619537074968862     -2.5814022706858506e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7490.023215537826    All      -3.745897669530587e-05     1.7287986754390674e-07    -0.00013455787386605633    6.253233825146599e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7769.839164222562    All      -5.001331251444011e-06     1.301165569819015e-06     3.319985243670937e-06      2.201086253956334e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5304.843676085474    All      3.5291138044199965e-06     4.60055943662115e-06      -3.9282383088747005e-05    -1.4039872478687905e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4328.088593877369    All      -0.0001252303514075403     4.120770838639437e-05     -0.00013921469760001378    4.800183916049927e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6126.04104855026     All      -0.00010579510319381252    -8.307659598871802e-06    -0.0003100508869640514     1.791872054751325e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7516.181634976564    All      -3.9673586147769676e-05    6.4290416085381394e-06    -6.419303734819471e-05     1.2152502162737831e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7825.885548049769    All      -6.1455783461018795e-06    1.3841053315349765e-06    1.0108711798142003e-05     2.9037710729584073e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6270.941624297183    All      -5.944152275405463e-06     9.018439201105557e-07     1.2829711230223572e-05     2.802497274937019e-06      
