#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4329.140319704462    All      -0.21911060291147452       0.13919290145700813        0.014104230664879758       0.11734064624415999        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4332.208534023677    All      -0.2418546235831432        0.17305029569154584        -0.010635639145828435      0.13467356244681125        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3540.385370155504    All      -0.16996299671187542       0.07136664866118636        -0.02498524727048146       0.07749402817492047        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6329.126357036913    All      0.39064453564580864        -0.02915129040639286       0.09318964917996997        -0.13258268537933082       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6169.285625932157    All      0.2933195978062961         -0.031062699603445765      -0.09014440539802937       -0.10968471692158693       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5334.680543216054    All      0.2045136101243341         0.10736051503679178        -0.0678740064843808        -0.03467486448726466       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5353.822160893463    All      0.18190056385123404        0.07787902260174562        0.07753674935591093        -0.030423129181670564      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5292.14131984441     All      0.20290459527585591        0.1267211276068103         -0.080501943189204         -0.028407893773930472      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4732.531990034769    All      -0.22770009218454235       0.2896416091682674         0.1180424907386124         0.173782906379153          
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7490.023215537826    All      0.15798598635034897        -0.02867344595447463       0.06405387827215225        -0.0579426876161364        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7769.839164222562    All      0.009991218870548357       -0.002957675839354579      -0.012655735737099327      -0.00478264837325262       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5304.843676085474    All      0.0012561376102195503      0.0027266037238682372      -0.03216397482093125       -0.0009563512823514315     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4328.088593877369    All      -0.27522337183298395       0.17325490497626106        -0.06276580474899873       0.14328317966079226        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6126.04104855026     All      0.46362183863731377        -0.03231052901986331       -0.012221638290177417      -0.1620868834211503        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7516.181634976564    All      0.08542761930910699        -0.018978756442855627      0.046059127669861866       -0.031953184124166624      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7825.885548049769    All      0.12085711665979437        -0.019543797243226635      0.07179878951180108        -0.04252914649508282       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6270.941624297183    All      0.02127509769020591        -0.0038435384441370957     -0.0802246326830014        -0.011762023065770098      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4386.316060741251    All      -0.004216347871586919      0.002307709116600165       -0.008594614606072248      0.0017415618199202558      
Check         All|All|All                                All                  All      0.9956298827354603         0.9969796050863344         0.0020172730189838006      0.0005296706040634827      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4329.140319704462    All      -9.551999125159542e-05     4.275109638551283e-05      -7.573109583925682e-05     4.1659911240107516e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4332.208534023677    All      -0.00010991876407042579    4.348486964128916e-05      -0.0001759493748704594     4.211679783532965e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3540.385370155504    All      -0.00022086846073537416    6.456985804027305e-05      -3.14857800000791e-05      9.157158531453953e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6329.126357036913    All      -0.00010254981491604964    4.65925282606333e-06       -9.679544092846575e-05     3.060198447391308e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6169.285625932157    All      -5.178078345031652e-05     1.8125982493519885e-06     -3.204003216295915e-05     1.6027328108580816e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5334.680543216054    All      3.0366382497173854e-05     2.235706177082773e-06      -0.00038482626165007254    -2.6336115363567108e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5353.822160893463    All      4.674905835423392e-05      4.998461597575184e-06      -0.00015051286107366853    -2.03162406266291e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5292.14131984441     All      -2.919388713016699e-05     1.8131577668702627e-05     -0.0005928700203098502     -1.1041605206377802e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4732.531990034769    All      -9.358019246092321e-05     -3.4239248848827234e-05    -0.000455169236577725      -9.828149182581016e-07     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7490.023215537826    All      -3.0031208965699153e-05    2.828709849141195e-07      -8.616227020860402e-05     6.029266753105706e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7769.839164222562    All      -2.4451086190940077e-06    8.53762408361672e-07       3.8516198989214605e-06     1.2464309295139806e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5304.843676085474    All      5.869810589708598e-07      2.8491016026421785e-06     -3.0232327754947888e-05    -6.122828530151603e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4328.088593877369    All      -0.00013721465608960626    3.986461247321753e-05      -0.00017564591346322375    4.9842273100443696e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6126.04104855026     All      -7.611509693033828e-05     4.802412155439666e-06      -0.00011055002809381333    2.1424154800301474e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7516.181634976564    All      -2.8097278234748147e-05    5.28464654867883e-06       -3.681183168815639e-05     9.230848157051971e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7825.885548049769    All      -9.359473953789175e-06     1.7454888229887974e-06     1.1482079664720773e-07     3.622375643621707e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6270.941624297183    All      -4.247098682603687e-06     1.0687744422135962e-06     1.2971275280446475e-05     2.310403204637932e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4386.316060741251    All      -4.715760116281442e-06     3.1351746757477927e-06     -1.1506659673506167e-05    2.043818376794427e-06      
MWEBV         All|All|All                                All                  All      -0.9644683288104967        -3.9880326939623956        0.012480366480693839       -0.9843174446071804        
Redshift      All|All|All                                All                  All      5.146478858963808          -0.0699056146649113        5.1221922202634            -1.4705681236002064        
