#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           4586.405834790905     All      -0.2817319956238282        0.5639297101589946         0.0874511185450233         0.2793623807894108         
Zeropoint     AB|MEGACAMPSF|i           5616.128130994962     All      1.3649480280209085         0.23463984636453716        -0.021136095223894813      -0.3691217676553893        
Zeropoint     AB|MEGACAMPSF|g           3583.0006665774363    All      -0.6899735279190624        0.23935948906981253        -0.2561059867723037        0.29128550384399654        
Zeropoint     AB|MEGACAMPSF|z           6468.459886465688     All      0.5999179130490193         -0.03834837125555879       0.1902368607680449         -0.19941492976526254       
Check         All|All|All               All                   All      0.9931604175270372         0.9995806743377855         0.00044589731686972556     0.0021111872127554943      
Lambda        AB|MEGACAMPSF|r           4586.405834790905     All      -0.0002046811313862991     -0.00029340533622925196    -0.0017365474326654692     -0.00010639452870297139    
Lambda        AB|MEGACAMPSF|i           5616.128130994962     All      -0.0004270234253774905     -0.00010949353136506083    -0.0008168521889376961     6.697757137718742e-05      
Lambda        AB|MEGACAMPSF|g           3583.0006665774363    All      -0.0011456639056365695     0.00030689002175233055     -0.0010073073438608537     0.00042819310139412487     
Lambda        AB|MEGACAMPSF|z           6468.459886465688     All      -0.00011831384140965331    2.8279566158183182e-06     -0.00023362436081539214    2.9034286838359258e-05     
MWEBV         All|All|All               All                   All      -0.46319988984228333       -2.6600566851930907        0.010633340749188758       -0.7151140155270908        
Redshift      All|All|All               All                   All      6.8311940851005115         1.9422372814890565         8.926492825063258          -1.1941456959536771        
