#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_g                4747.135585850127     All      -1.0829338406729871        1.1480625459607374         0.1341221886052373         0.7326941780041181         
Zeropoint     AB|PS|PS_r                6028.5399303782815    All      1.0375108661459116         0.21095064270397756        -0.832504837650971         -0.30638872514661797       
Zeropoint     AB|PS|PS_z                8391.62745953499      All      0.3552816687692679         -0.12795619878485098       0.0732361868043796         -0.15413827686055992       
Zeropoint     AB|PS|PS_i                7301.867496978812     All      0.6899000942082554         -0.23453619187820962       0.6302699531637779         -0.27299325814430864       
Check         All|All|All               All                   All      0.9997587884504475         0.9965207980016544         0.005123490922423701       -0.0008260821473684565     
Lambda        AB|PS|PS_g                4747.135585850127     All      -0.0005146270384776974     0.00019867469516185446     -0.0008269550992111239     0.00019544263356600258     
Lambda        AB|PS|PS_r                6028.5399303782815    All      -0.0001080457752640888     0.00013945101126128942     -0.001206011791636316      2.6799078524821792e-05     
Lambda        AB|PS|PS_z                8391.62745953499      All      0.0004475089061439009      -0.00011804618481436133    -0.00015424827179884954    -0.00019110329126863343    
Lambda        AB|PS|PS_i                7301.867496978812     All      -0.00014142743637800297    0.00012953609680450988     -0.0015371002915707823     1.9668010826487187e-05     
MWEBV         All|All|All               All                   All      -0.6696142435296357        -4.042031926159151         0.07277303537703644        -1.0952598621442546        
Redshift      All|All|All               All                   All      6.279624497398441          -0.7842686582869796        14.880959699764157         -1.6368735103640817        
