#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4723.969933628043    All      -2.5054825121703828       1.3675458313015199        -0.35710544933792443      1.2456367742386343       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5656.958666363128    All      3.501134931438312         -0.36392521037633685      0.3588423714084771        -1.2429637579582042      
Check         All|All|All                            All                  All      0.9956524192679286        1.003620620925183         0.001736922070552649      0.0026730162804300406    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4723.969933628043    All      -0.0009587577191170692    1.1939733809327786e-05    -0.002401769154368323     0.0002090081689830413    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5656.958666363128    All      -0.0010625208711644183    1.1763319534591804e-05    -0.0010391603738023525    0.0003035567490189211    
MWEBV         All|All|All                            All                  All      -0.2855700290988499       -2.6240622490639964       -0.01222893209432141      -0.7622695712254296      
Redshift      All|All|All                            All                  All      5.408892779001018         1.4747760678877953        6.3764885976430286        -0.9969178414449927      
