#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5282.764772927779     All      -0.549012235852014         1.2496998279329041         -0.3398294832561883        0.5707346659865864        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6101.063360410085     All      1.3171279182688673         -0.222783605433019         -0.3062361914616108        -0.515265759587012        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7427.985792563825     All      0.8857720375149387         -0.4311195283244196        0.5132827727803333         -0.40604945471285103      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4267.2581924524075    All      -0.6601278935546369        0.4027188884033528         0.12741742640639264        0.35189021803767606       
Check         All|All|All                                All                   All      0.9937598263771552         0.9985155825788183         -0.005365475531073138      0.0013096697243993871     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5282.764772927779     All      -0.0007003780015574319     0.0012337243746896492      -0.0018096765514516696     0.000549243221074333      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6101.063360410085     All      -0.00023900633014945345    8.430495920468054e-05      -0.0007340420963152916     7.255619614297689e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7427.985792563825     All      -8.547168776772321e-05     -0.00015314427497659477    -0.00030435854796628315    -3.562531214340468e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4267.2581924524075    All      -0.0005894094509288249     0.0004655926437327777      -7.898174197792701e-05     0.00034012429837479695    
MWEBV         All|All|All                                All                   All      -0.7719773061394344        -4.03109856307271          0.0811218444898586         -1.057982919947285        
Redshift      All|All|All                                All                   All      12.81307537955707          -6.352414848715426         16.69622510808608          -5.49775484966277         
