#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4667.692786556089    All      -2.4558304671474023       1.2576888092519667         -0.6900497454286456       1.1788216486239884         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5589.566727100218    All      3.4530429386773847        -0.25500163039868795       0.6906346431166556        -1.1770122550387918        
Check         All|All|All                            All                  All      0.9972124715299826        1.0026871788532787         0.0005848976880099555     0.0018093935851966059      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4667.692786556089    All      -0.000478962422347349     -0.00012210477416539322    -0.0027521628948200204    -6.5761134880739505e-06    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5589.566727100218    All      -0.0005508571028639713    4.431245490825372e-06      -0.0012196030855030895    0.00012645039923155486     
MWEBV         All|All|All                            All                  All      -0.24840921859465004      -2.583662031151057         -0.013041353499386357     -0.7612506442950565        
Redshift      All|All|All                            All                  All      3.8999514689007286        1.5634521670085277         6.0295411021073315        -0.4920039644636798        
