#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4667.692786556089    All      -2.413253526445313        1.2584362697575457        -0.459108473130021        1.1755022590827513         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5589.566727100218    All      3.411026588279566         -0.25593521972879785      0.46005656820597984       -1.173919888652816         
Check         All|All|All                            All                  All      0.9977730618342527        1.002501050028748         0.0009480950759588325     0.0015823704299353647      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4667.692786556089    All      -0.0004792123403148374    -0.0001374205917410751    -0.002893147657379492     -1.7775075077273007e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5589.566727100218    All      -0.0006348878757258985    2.8926516757209877e-06    -0.0013871095258548786    0.0001458457727555378      
MWEBV         All|All|All                            All                  All      -0.24785907912235805      -2.5837602061161036       -0.012932879096494432     -0.7614569809218128        
Redshift      All|All|All                            All                  All      4.099126763661094         1.5580381291131928        5.792939736986432         -0.5692038731533421        
