#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4326.988059372515     All      -0.26568112353884965       0.16690749057151066        -0.02479437748287355       0.13980188416781977        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4730.179180904175     All      -0.2797174471011585        0.36122338873045834        0.06834080765867531        0.21182525292536006        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6122.995447306829     All      0.611769614391128          -0.040155943112551995      -0.042810906758718154      -0.2142640559379884        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5289.510297287363     All      0.24634163554723013        0.15223625708697952        -0.1578168149916385        -0.037695857366158006      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3538.6252444886804    All      -0.1980325846374618        0.09048961645401477        -0.028370928432662423      0.09271510876097779        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6166.218525365167     All      0.5045669114761098         -0.029565512703655372      -0.004018742682093785      -0.17416384101863586       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4330.054748308979     All      -0.33929063565059636       0.2269990733861249         -0.06532494584138164       0.1815440363050332         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7486.299501668171     All      0.21346091812468787        -0.03223137702086376       0.09129582542833171        -0.07595595018301961       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5351.160473304186     All      0.30925156624936934        0.13310646146340588        0.10709036800319185        -0.052597304354894535      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7512.444916278156     All      0.19203969909752705        -0.03190609387777599       0.05640598841143069        -0.0704293721703378        
Check         All|All|All                                All                   All      0.9947085539579859         0.997103360977647          -3.7266877384797836e-06    0.0007799011281566376      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4326.988059372515     All      -0.00018279008724425908    9.374566091536442e-05      -0.00012807572254997114    8.43613596645855e-05       
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4730.179180904175     All      -0.00010215103892571796    -1.2579981767228567e-06    -0.0003780840948478894     1.599202597877337e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6122.995447306829     All      -4.768892498127375e-05     -2.0553312485938788e-05    -0.00035157356092042154    -6.850151580053026e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5289.510297287363     All      6.531562956180016e-05      3.341854174728448e-05      -0.0007531009681368741     -4.399736822451708e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3538.6252444886804    All      -0.00026986695357026567    9.734049919269768e-05      -3.012859066468623e-05     0.00011826704750550532     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6166.218525365167     All      -8.11265534332359e-05      -3.882431694145095e-06     -0.00013174666232718414    1.9281703257415824e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4330.054748308979     All      -0.00023693081013277022    9.345070808795025e-05      -0.0003336398074466435     9.272731745945612e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7486.299501668171     All      -2.7318049715107026e-05    -7.936263621457775e-06     -0.00016093507054733332    -8.685076779594194e-07     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5351.160473304186     All      7.154852797064428e-05      2.2841382965645114e-05     -0.0005000423427260985     -3.8180112690056895e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7512.444916278156     All      -3.984201785548768e-05     -5.4434418150692e-07       -9.851763794040553e-05     8.40415546454241e-06       
MWEBV         All|All|All                                All                   All      -0.9884858190727597        -3.970054377215959         -0.00016100945731904092    -0.9712021551918085        
Redshift      All|All|All                                All                   All      5.793577660149114          0.3618895400309796         6.124939970606105          -1.495951577897426         
