#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          4062.335167457579    All      -0.8524538659198874        0.695065114040716          0.12439973795927256        0.5096292325931674        
Zeropoint     AB|DECam|DECam_z          7686.51975696761     All      0.38479653336195146        -0.01716194851191233       0.2727048639498032         -0.11876153599763542      
Zeropoint     AB|DECam|DECam_i          6559.287082155999    All      0.87906890197396           -0.011535055473999023      0.16684168302553676        -0.28265363090340734      
Zeropoint     AB|DECam|DECam_r          5399.145224976814    All      0.5862469875427974         0.33211822805281344        -0.5614156195623443        -0.10783149816613197      
Check         All|All|All               All                  All      0.9976585569588213         0.9984863381076181         0.0025306653722682038      0.00038256752599269417    
Lambda        AB|DECam|DECam_g          4062.335167457579    All      -0.0007438330705974726     0.0004687950148675236      -0.0006457770875907825     0.00036617479624269025    
Lambda        AB|DECam|DECam_z          7686.51975696761     All      -0.00014259723739962053    7.121227066889059e-06      -9.444209076459471e-05     4.455371271392837e-05     
Lambda        AB|DECam|DECam_i          6559.287082155999    All      -0.0003147496857041826     -1.6161210623422173e-05    -0.00036361034042975795    8.103383011136274e-05     
Lambda        AB|DECam|DECam_r          5399.145224976814    All      0.0001114634898717982      5.4471392398370776e-05     -0.00101170614496182       -6.371199978280025e-05    
MWEBV         All|All|All               All                  All      -0.5100518588400718        -3.276909867288147         0.07457994614611937        -0.8979285198130479       
Redshift      All|All|All               All                  All      7.122878321649987          -0.9430565114307399        3.2589153043391854         -2.481909914132332        
