#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4382.103688431276    All      -2.612033385327698        0.9412962693996718        -0.426703952725656         1.138394531988259         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5247.573499718428    All      3.608524848557712         0.06072772537528692       0.4243911890646314         -1.1366956124692413       
Check         All|All|All                            All                  All      0.9964914632300145        1.0020239947749587        -0.002312763661024564      0.001698919519017572      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4382.103688431276    All      -0.0006481731183906932    -2.009135559024135e-06    -0.00217910534417666       0.00011323340413011943    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5247.573499718428    All      0.001381220543564378      7.273021476613321e-06     -0.00011378713824432494    -0.0004526177068492629    
MWEBV         All|All|All                            All                  All      -0.09108359451956893      -2.3558855412339597       -0.007969599132169825      -0.7380761504219863       
Redshift      All|All|All                            All                  All      0.9902646580379613        -0.48327648070891627      -2.3229864552530803        -0.5836450433604397       
