#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_R
@MAGSYS  Linear_AB11_off
52852.31  15.927  0.012
52853.29  15.722  0.01
52854.31  15.535  0.01
52855.28  15.421  0.01
52856.3  15.321  0.01
52857.29  15.238  0.01
52858.27  15.19  0.01
52859.27  15.139  0.01
52860.24  15.109  0.01
52861.27  15.069  0.032
52865.37  15.119  0.01
52867.26  15.191  0.01
52869.28  15.286  0.01
52871.27  15.437  0.01
52874.24  15.689  0.01
52876.23  15.792  0.01
52879.27  15.878  0.01
52882.23  15.938  0.015
52885.21  15.955  0.011
52888.2  16.041  0.01
52891.22  16.141  0.043
52894.27  16.359  0.011
52897.18  16.569  0.011
52899.18  16.651  0.02
52903.18  16.895  0.021
52907.18  17.042  0.037
52911.17  17.14  0.042
52915.17  17.3  0.03
52919.16  17.407  0.052
52923.17  17.562  0.055
52927.12  17.645  0.026
52932.11  17.845  0.023
52937.1  17.952  0.063
52938.09  18.06  0.038
52948.09  18.354  0.053
