#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_B
@MAGSYS  Linear_AB11_off
52851.3  16.626  0.026
52852.31  16.232  0.011
52853.29  16.046  0.01
52854.31  15.852  0.01
52855.28  15.722  0.01
52856.3  15.594  0.01
52857.29  15.533  0.01
52858.27  15.432  0.01
52859.27  15.39  0.01
52860.24  15.354  0.01
52861.27  15.342  0.012
52865.37  15.45  0.01
52867.26  15.539  0.01
52869.28  15.674  0.01
52871.27  15.82  0.01
52874.24  16.087  0.01
52876.23  16.292  0.01
52879.27  16.629  0.01
52882.23  16.983  0.013
52885.21  17.288  0.025
52888.2  17.618  0.035
52891.22  17.864  0.059
52894.27  18.099  0.053
52897.18  18.199  0.048
52899.18  18.365  0.047
52903.18  18.463  0.034
52907.18  18.573  0.084
52911.17  18.653  0.047
52919.16  18.758  0.071
52923.17  18.856  0.086
52927.12  18.875  0.031
52932.11  18.947  0.04
52937.1  19.151  0.095
52938.09  19.153  0.108
52948.09  19.281  0.099
