#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3734.9914976851437    All      -2.804519668050232        0.14068435114680256       -0.7672269832176115        0.9251120268717334         
Zeropoint     AB|MEGACAMPSF|i           4565.739366036725     All      3.642079527769887         0.8765868678924704        1.2860837916785273         -0.8434199284747423        
Zeropoint     AB|MEGACAMPSF|z           5264.376081991143     All      0.14968711883790514       -0.01949784330879112      -0.5525461020573108        -0.07976670297346836       
Check         All|All|All               All                   All      0.9872469785575609        0.9977733757304819        -0.033689293596395053      0.001925395423522741       
Lambda        AB|MEGACAMPSF|r           3734.9914976851437    All      -0.005065139512245339     0.00021481405907822625    -0.0014811912851275242     0.0016537558193032882      
Lambda        AB|MEGACAMPSF|i           4565.739366036725     All      -0.0006043942746131218    -0.0003799150305298242    -0.0035041832932506903     -8.325533130034106e-05     
Lambda        AB|MEGACAMPSF|z           5264.376081991143     All      5.5739200079913916e-05    -1.901464760961327e-05    -0.00036861854179797056    -4.0799540037735884e-05    
MWEBV         All|All|All               All                   All      -0.17291940201038747      -1.9932938175129422       -0.03130404091832295       -0.5943527912405098        
Redshift      All|All|All               All                   All      14.514225162885044        1.1410969154038497        0.5854853570908203         -4.3299403106057825        
