#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           3734.9914976851437    All      -2.739256706604121        0.17032842753081923        -0.49731443399674297       0.9255547415887254        
Zeropoint     AB|MEGACAMPSF|i           4565.739366036725     All      3.594931309468972         0.8398745541517982         0.8632499994064284         -0.8588897411721476       
Zeropoint     AB|MEGACAMPSF|z           5264.376081991143     All      0.14167076871506817       -0.010074124562287068      -0.3717444924328983        -0.06601755333572062      
Check         All|All|All               All                   All      0.9973453715799185        1.0001288571203304         -0.00580892702321284       0.000647447080857233      
Lambda        AB|MEGACAMPSF|r           3734.9914976851437    All      -0.005160941469000972     0.00017236728037034913     -0.001820377425524157      0.0016559990365063557     
Lambda        AB|MEGACAMPSF|i           4565.739366036725     All      -0.0005446677173215787    -0.0003235641055922847     -0.0026247293579437655     -4.510889586612438e-05    
Lambda        AB|MEGACAMPSF|z           5264.376081991143     All      0.0001095888345199741     -7.0931844127876745e-06    -0.00027847735360044657    -5.043433758176644e-05    
MWEBV         All|All|All               All                   All      -0.16810420543547644      -1.9912499334562739        -0.009936654196663678      -0.5943019705686451       
Redshift      All|All|All               All                   All      15.031591443113927        1.4028616496485569         2.618364150464678          -4.322480099300231        
