#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LCOGT|LCOGT_i 7130.127917187508 All 0.605637222528266 0.10791596835167994 1.0362869723645698 -0.11587945894548535
Zeropoint Linear_AB11_off|LCOGT|LCOGT_g 4457.365076749986 All -0.708624723027695 0.5369915024701051 -1.3595582809275921 0.34506734234876874
Zeropoint Linear_AB11_off|LCOGT|LCOGT_B 4139.839697826647 All -0.6848460967984291 0.4022658087771518 -1.5244125451725168 0.2860805820478652
Zeropoint Linear_AB11_off|LCOGT|LCOGT_r 5875.785974402458 All 0.9432611867337187 0.21566513847489777 0.5798929317900523 -0.2111240119229915
Zeropoint Linear_AB11_off|LCOGT|LCOGT_V 5187.983051538758 All 0.9043851604350273 0.14342106382893327 0.45535491213084534 -0.22755064288083657
Check All|All|All All All 1.059812749870888 1.4062594819027678 -0.8124360098146415 0.07659381064732054
