#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
57514.33874  17.229  0.025
57514.3406  17.233  0.025
57516.43952  17.056  0.025
57516.44138  17.069  0.025
57518.1949  16.945  0.025
57518.19676  16.967  0.025
57518.45366  16.967  0.027
57518.45551  16.934  0.025
57519.22938  16.945  0.024
57519.23123  16.93  0.024
57519.26123  16.925  0.023
57519.26308  16.914  0.023
57519.28509  16.936  0.024
57519.287  16.928  0.023
57519.30917  16.925  0.024
57519.31103  16.944  0.024
57519.34824  16.919  0.023
57519.35009  16.934  0.023
57523.32557  16.853  0.028
57523.32742  16.846  0.028
57523.34883  16.853  0.028
57523.35067  16.838  0.027
57529.41525  16.944  0.03
57529.41713  16.879  0.034
57537.41168  17.013  0.031
57537.41353  17.018  0.031
57545.28296  17.313  0.027
57545.28481  17.315  0.027
57555.26935  17.561  0.028
57555.2712  17.582  0.028
57568.05187  18.12  0.035
57583.32111  18.578  0.04
57583.32392  18.554  0.034
57597.25524  18.862  0.035
57597.25803  18.936  0.036
57599.3226  18.998  0.036
57599.32539  18.98  0.036
