#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_B
@MAGSYS  Linear_AB11_off
57514.32336  17.122  0.026
57514.32615  17.127  0.026
57515.40267  17.059  0.026
57515.40545  17.045  0.027
57516.42412  16.999  0.026
57516.4269  16.984  0.026
57518.17943  16.883  0.027
57518.18222  16.892  0.026
57518.40296  16.869  0.026
57518.40574  16.865  0.026
57518.43798  16.861  0.026
57518.44076  16.879  0.026
57519.21397  16.846  0.025
57519.21676  16.857  0.025
57519.24581  16.86  0.025
57519.24859  16.85  0.025
57519.26965  16.867  0.025
57519.27244  16.845  0.024
57519.29262  16.853  0.025
57519.2954  16.834  0.025
57519.32471  16.842  0.025
57519.3275  16.834  0.025
57519.33285  16.839  0.025
57519.33564  16.823  0.025
57522.33376  16.879  0.027
57522.33653  16.834  0.027
57523.31312  16.781  0.029
57523.3159  16.785  0.028
57523.33356  16.818  0.029
57523.33633  16.851  0.029
57537.39631  17.378  0.032
57537.39909  17.375  0.032
57545.26768  18.124  0.035
57545.27046  18.11  0.034
57597.22869  20.01  0.049
57597.2338  19.989  0.048
57599.29605  20.106  0.053
57599.30115  20.008  0.05
