#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|MEGACAMPSF|i 4765.401763832181 All 5.204896055926883 0.9764365011361598 28.7221404569496 -0.09561117660867345
Zeropoint AB|MEGACAMPSF|r 3896.928191351602 All -1.5538259314727454 0.3048893443488083 -1.1153464936481445 0.5556719238409635
Zeropoint AB|MEGACAMPSF|g 3055.398700060234 All -0.1941564934431572 0.03499217142952027 0.6104485609159835 0.10188277450103167
Zeropoint AB|MEGACAMPSF|z 5488.544166581838 All 0.3040319152079344 0.03848981351436365 -0.27653048134095304 -0.09883608392093855
Check All|All|All All All 3.7609455462189154 1.354807830428852 27.940712042876488 0.46310743781238317
