#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     VEGAHST|ACSWF|F606W       3680.316920019347    All      -1.1446650955534372        0.40200690355192137       -0.30228609288559943      0.4903123141303034         
Zeropoint     VEGAHST|ACSWF|F850LP      5536.766295694201    All      2.3535173326137646         0.2311311677091865        0.09522623671425201       -0.6870814887539822        
Zeropoint     VEGAHST|ACSWF|F775W       4713.87804165811     All      -0.2228141065630841        0.37831412832733946       0.19252901282819368       0.20439892822406713        
Check         All|All|All               All                  All      0.9860381304972432         1.0114521995884473        -0.014530843343153743     0.0076297536003883115      
Lambda        VEGAHST|ACSWF|F606W       3680.316920019347    All      -0.0024986218083080085     0.0009202068360714152     -0.0009860788500885118    0.0010696207954128006      
Lambda        VEGAHST|ACSWF|F850LP      5536.766295694201    All      -0.00018487891872499715    -0.0001870018271035267    -0.0029911960514576235    -0.00013417484281049642    
Lambda        VEGAHST|ACSWF|F775W       4713.87804165811     All      -0.00015047333642895133    0.0002489685793010169     -0.0006058547748358432    0.0001030748571913543      
MWEBV         All|All|All               All                  All      -0.16723593405733306       -2.037514111993133        0.011997687838075088      -0.6086757311732846        
Redshift      All|All|All               All                  All      2.3466089340453546         -0.48721399798665743      8.231069030813648         -0.5557545520555512        
