#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_g          3684.1071431541422    All      -0.8789796944751584        0.37305305508290587        -0.9181061267596713       0.3668573974566741         
Zeropoint     AB|DECam|DECam_r          4896.4520824392       All      0.4549018159087919         0.46428153897828395        0.6608572410510605        0.03254630784804147        
Zeropoint     AB|DECam|DECam_z          6970.858182625701     All      0.6418491426637322         0.07822013349887413        1.6312945283327607        -0.11079532859389896       
Zeropoint     AB|DECam|DECam_i          5948.577701552233     All      0.7814398651497079         0.08319408967878417        -1.3518701904209784       -0.28776937835784944       
Check         All|All|All               All                   All      0.9992111292470734         0.9987488172388481         0.02217545220317141       0.0008389983529671907      
Lambda        AB|DECam|DECam_g          3684.1071431541422    All      -0.0013868386659646353     0.00032464565294588766     -0.004173262677002487     0.00037125320265836556     
Lambda        AB|DECam|DECam_r          4896.4520824392       All      -0.00012323738832161304    -8.34137031696262e-05      -0.0006564968152856742    -1.6324553271058804e-05    
Lambda        AB|DECam|DECam_z          6970.858182625701     All      -0.0003949193008378913     -3.5161931372665824e-05    -0.0006436884784741305    8.845995046067414e-05      
Lambda        AB|DECam|DECam_i          5948.577701552233     All      -0.00016956219495240432    -2.0104033402513265e-05    0.00021506542426233987    5.8280822369326266e-05     
MWEBV         All|All|All               All                   All      -0.48900621620780527       -2.791924099911114         0.31364099167561776       -0.736139761512622         
Redshift      All|All|All               All                   All      6.770102589783683          0.5239808061237028         10.623632459021792        -1.5604834321739396        
