#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_B 4262.934893966009 All -0.8444540708071693 -0.2526195813791041 -0.409155379810454 0.1745212385648316
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_V 5261.7871051213915 All -0.4224713827791986 0.7802205327275349 -0.15760857282802637 0.384722977533972
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_R 6270.9916698022525 All 0.9714563707999839 -0.10666700733686518 -1.3977832035044098 -0.41355689805112483
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_I 8103.270459480985 All 0.4219171815582998 -0.1827858908306137 0.6205723640092873 -0.16927839039727727
Check All|All|All All All 0.1264480987719157 0.2381480531809519 -1.343974792133603 -0.023591072349598508
