#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6346.559923459813     All      0.03762844426391787        -0.0151155460251573       -0.14511858011342924       -0.02365642858782247       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5349.374910550292     All      -0.011776383955522675      0.0062604793047427165     -0.2049458133153432        -0.003270590607145482      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7536.884942887972     All      0.228793549123041          -0.04900669356668885      0.05734859430949817        -0.08792947402909727       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4340.010305615936     All      -0.03243095016337714       0.01630762410922415       -0.04624490711693075       0.013812059282599926       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6186.278911367508     All      0.6738948598031002         -0.07521876847071951      0.026229407184234978       -0.24284045585979788       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4341.064928419803     All      -0.5798517769420516        0.3586405149524907        -0.27585334848570653       0.29338774695504904        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5368.569253776915     All      0.28104720173167036        0.2610352117207171        0.32351836424190744        0.007918575208530312       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4398.398159925721     All      -0.5310644670056097        0.3950983601752611        0.10138157900931638        0.3062058969072141         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7791.241171312233     All      0.16680288879441388        -0.034933582870877444     0.06417381346499927        -0.06284842319888809       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5319.455857826373     All      0.1865849782983758         0.2068912028017067        0.08783131333301032        0.010533913495098796       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6288.214920985242     All      0.553516769868711          -0.06533073633896436      0.03897097826264535        -0.19983989647742445       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7847.4419347962985    All      0.023436472198594113       -0.0077612370696478195    -0.026457104869256138      -0.011342779360042353      
Check         All|All|All                                All                   All      0.9965815860152631         0.9968668287220872        0.000834295904946044       0.00013014372827416416     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6346.559923459813     All      -4.756267792384909e-06     1.9041071855719654e-06    1.782868289992383e-05      2.9651154837936285e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5349.374910550292     All      -3.906257589959283e-07     1.9963671157857513e-07    -7.812736538977357e-06     -1.563786434089233e-07     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7536.884942887972     All      -7.395423611964759e-05     1.3213123332706395e-05    -4.8777815851487724e-05    2.6216546801530996e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4340.010305615936     All      -5.747665076486037e-08     3.984244081506065e-08     3.7090788158187553e-09     3.1865548982960325e-08     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6186.278911367508     All      -0.00017998433419311822    1.5180618559220167e-05    -0.00012375322094784465    5.804910797475038e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4341.064928419803     All      -0.0002549549758975149     6.0923536988075214e-05    -0.0007356729335847377     7.006231953891892e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5368.569253776915     All      5.561755778038651e-05      8.116167640369661e-06     -0.00024923967339250013    -2.6595187425012825e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4398.398159925721     All      -0.0002126739306222955     2.9606744086493806e-05    -0.0007758596591862696     4.429573335513693e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7791.241171312233     All      -1.6204860176950955e-05    3.969711890439192e-06     -4.111493652037154e-08     6.569687075272592e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5319.455857826373     All      2.2282839049020883e-05     -8.440484522696122e-06    -0.0006580062941742675     -3.9371396050029855e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6288.214920985242     All      -0.0001466056507380987     7.379955158139654e-06     -0.00011673177941663482    4.494897463067081e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7847.4419347962985    All      -4.215175433994743e-06     1.3903937036224006e-06    4.727366660776198e-06      2.0368789479294733e-06     
MWEBV         All|All|All                                All                   All      -0.8570250249528306        -4.046174614461595        0.025481885723356794       -1.0376738016823013        
Redshift      All|All|All                                All                   All      4.508436566154367          0.1519455377133383        1.6675105798408858         -1.3446391136817029        
