#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6346.559923459813     All      0.006843399154851156       -0.00416026563065941      -0.06397752134836843       -0.0064392785701097854     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5349.374910550292     All      -0.004880902010587707      2.595996200227546e-05     -0.06981220973791835       -0.0015170719092849616     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7536.884942887972     All      0.23454254979070416        -0.059382886274761404     0.021544958884289755       -0.09477973182355631       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4340.010305615936     All      -0.015874549646827295      0.0059309015208341975     -0.05324367862851176       0.004726731985522925       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6186.278911367508     All      0.8249547553811072         -0.11765074950398358      -0.07693860261070995       -0.31047104020936744       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4341.064928419803     All      -0.478485669136031         0.2894354340932992        -0.44594815484320094       0.23023654919081815        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5368.569253776915     All      0.25073160683391493        0.3355891147037937        0.3999070805179361         0.04548689833903455        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4398.398159925721     All      -0.5860425668133179        0.46962013227771493       0.3429003338026426         0.3591661383785            
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7791.241171312233     All      0.16996153078692655        -0.03955792670709002      0.07367757347918058        -0.06495948857569017       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5319.455857826373     All      0.09747613182767274        0.19235627349605267       -0.10265094596539903       0.026324743345641777       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6288.214920985242     All      0.48756332665436064        -0.07198118430480349      -0.01245519167181186       -0.18281787368671087       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7847.4419347962985    All      0.00783739454264247        -0.0028699620987282515    -0.015351063048063551      -0.004172785758617403      
Check         All|All|All                                All                   All      0.9946270073654159         0.9973548415336708        -0.0023474211699348047     0.0007837907061804261      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6346.559923459813     All      2.347653756159644e-07      -7.294331496382509e-08    1.820765006722992e-07      -9.210560585918062e-08     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5349.374910550292     All      -1.0879476858299066e-06    2.210718803748647e-07     -7.824944840847292e-06     7.719938860217998e-08      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7536.884942887972     All      -6.702382355695076e-05     1.2252822263790728e-05    -5.6003942625551296e-05    2.3323812925420508e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4340.010305615936     All      -3.012069655625723e-06     1.2643079845324253e-06    -4.3763776195602695e-06    1.1976592528594108e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6186.278911367508     All      -0.00010216471984740482    3.238898151880411e-05     5.6042963147885756e-05     4.632950726953397e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4341.064928419803     All      -0.0002875111410163961     6.793688324612014e-05     -0.000952533227541251      7.327393227666609e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5368.569253776915     All      1.2891703957824788e-05     5.995456543708157e-05     -0.00024088635763097114    4.58027051590024e-06       
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4398.398159925721     All      -0.00022701669338951212    7.416275877641639e-05     -0.0006487186691288267     6.915472133396718e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7791.241171312233     All      -2.9736450225546204e-05    6.6508826152598175e-06    -1.728261407883271e-05     1.1081307723780437e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5319.455857826373     All      6.79421443549428e-06       3.909988298544907e-07     -0.0007692631842876797     -3.641442079903971e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6288.214920985242     All      -6.852169926618783e-05     1.6914402628685346e-06    -9.118252763767717e-06     2.246382374606521e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7847.4419347962985    All      5.007714849049658e-07      -4.267288498629614e-08    1.6213347092875218e-06     -1.0466498850777573e-07    
MWEBV         All|All|All                                All                   All      -0.8518760528562441        -4.052340757560291        0.024562358375712634       -1.0414005412399265        
Redshift      All|All|All                                All                   All      4.330322148622015          -0.37653531706940413      2.585448302322302          -1.4178016443886852        
