#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          5140.521117913925     All      1.900712431482698         0.28224372597129843       -0.465291221331654        -0.5479523136266568        
Zeropoint     AB|DECam|DECam_i          4386.660651423993     All      0.39090339897366855       0.5226344494962731        0.6565428521431604        0.07220762907694384        
Zeropoint     AB|DECam|DECam_r          3610.7914797875665    All      -1.300286226994756        0.1936945989797323        -0.1924613452973123       0.4780500396315168         
Check         All|All|All               All                   All      0.9913296034616105        0.9985727744473039        -0.0012097144858058684    0.002305355081803906       
Lambda        AB|DECam|DECam_z          5140.521117913925     All      0.0005097501434513347     3.0005626613915054e-05    -0.0014625867846963588    -0.00022153710304261264    
Lambda        AB|DECam|DECam_i          4386.660651423993     All      -0.0005279458043168841    -0.0002493855025849681    -0.0025932056162260783    -2.4986601853764445e-05    
Lambda        AB|DECam|DECam_r          3610.7914797875665    All      -0.0020270364768893772    0.00016849648732200382    -0.002240820629841199     0.0006151597843397841      
MWEBV         All|All|All               All                   All      -0.14192864569076025      -1.79000984105393         -0.02784923992903421      -0.5380770492617093        
Redshift      All|All|All               All                   All      3.329659201146316         0.6072656207116722        1.144540165589658         -0.8356975823286191        
