#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_g
@MAGSYS  Linear_AB11_off
53266.02  17.412  0.004
53267.02  16.995  0.004
53268.02  16.636  0.004
53271.05  15.908  0.004
53272.05  15.759  0.004
53273.04  15.639  0.007
53274.01  15.554  0.004
53275.02  15.482  0.007
53280.01  15.385  0.004
53281.01  15.412  0.004
53287.06  15.777  0.004
53288.06  15.864  0.004
53289.07  15.971  0.004
53290.07  16.074  0.004
53291.05  16.187  0.004
53292.05  16.301  0.004
53294.0  16.532  0.005
53295.0  16.644  0.009
53298.03  16.961  0.007
53300.01  17.148  0.009
53301.01  17.242  0.012
53302.01  17.347  0.014
53303.01  17.403  0.01
53304.02  17.483  0.01
53305.01  17.58  0.01
53307.05  17.698  0.012
53308.02  17.78  0.008
53309.01  17.829  0.013
53310.02  17.878  0.009
53311.02  17.921  0.013
53312.01  17.982  0.01
53321.04  18.253  0.008
53329.03  18.356  0.019
53341.04  18.577  0.026
