#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_I
@MAGSYS  Linear_AB11_off
53268.25  16.282  0.026
53269.17  16.048  0.014
53270.17  15.831  0.012
53271.19  15.698  0.015
53273.16  15.453  0.058
53274.18  15.399  0.027
53275.19  15.432  0.013
53276.2  15.386  0.015
53277.2  15.408  0.012
53278.2  15.464  0.012
53279.15  15.496  0.01
53280.18  15.528  0.011
53281.13  15.545  0.015
53282.18  15.558  0.011
53283.15  15.597  0.014
53288.12  15.844  0.017
53290.12  15.879  0.016
53292.12  15.838  0.01
53294.12  15.782  0.016
53301.1  15.815  0.047
53303.13  15.838  0.024
53308.1  16.12  0.017
53310.09  16.258  0.018
53312.09  16.423  0.027
53316.09  16.689  0.025
53325.1  16.917  0.084
53328.09  17.208  0.034
53331.08  17.324  0.102
53334.08  17.149  0.103
53337.08  17.662  0.072
53353.08  18.253  0.172
