Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 55247.87165589945 0.1228684768022562
Redshift 0.0109 0 F
Color -0.0029235573529202254 0.02165806941480098
X0 0.017450736786607843 0.0004142406683686106
X1 -2.502566607002043 0.10898956025579852
RestFrameMag_0_UX 14.759128616655898 0.0
RestFrameMag_0_B 15.039516379307656 0.02577289982828467
RestFrameMag_0_V 15.041700563981358 0.0
RestFrameMag_0_R 15.011186236604976 0.0
CovDayMaxDayMax 0.01509666259170657 -1
CovDayMaxRestFrameMag_0_B -8.625188355980395e-05 -1
CovDayMaxX1 -0.0023736386483929127 -1
CovDayMaxColor -5.3900964411437024e-05 -1
CovRestFrameMag_0_BDayMax -8.625188355980407e-05 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0006642423655587959 -1
CovRestFrameMag_0_BX1 0.0010997508674972284 -1
CovRestFrameMag_0_BColor 0.00046650619103279846 -1
CovX1DayMax -0.002373638648392913 -1
CovX1RestFrameMag_0_B 0.001099750867497228 -1
CovX1X1 0.011878724244752337 -1
CovX1Color 0.0003930074529005714 -1
CovColorDayMax -5.390096441143707e-05 -1
CovColorRestFrameMag_0_B 0.0004665061910327984 -1
CovColorX1 0.00039300745290057166 -1
CovColorColor 0.0004690719707763376 -1

dmu_estimate 0.04913801251373942
FirstPhase  -8.487314174940463
LastPhase  42.94401434419744
LatestNegPhase  -0.5279413388585825
EarliestPosPhase  3.4712969636498547
NightsNegPhase  7
NightsPosPhase  13

salt3source   1
salt2_version   salt3-f22
