#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5072.960857894547    All      -2.128842705770494        1.7337400571753037        -1.006789196534097         1.2132419032640478        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6074.875643238393    All      3.180442329378319         -0.7437469262457697       1.1486430985135243         -1.2269788765888392       
Check         All|All|All                            All                  All      1.051599623607825         0.989993130929534         0.14185390197942738        -0.013736973324791402     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5072.960857894547    All      -6.55084586972492e-05     -0.0001170253263447209    -0.001086129230490127      -6.524969779303554e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6074.875643238393    All      -0.0009510018382371682    0.00018628983745446633    -0.00034538410006863644    0.00035504040846326754    
MWEBV         All|All|All                            All                  All      -0.449907854294207        -2.8802836176764046       0.03325770216933144        -0.7901692046205211       
Redshift      All|All|All                            All                  All      3.390438167144044         -0.5563092656378998       -8.800445868880402         -1.6783089631330812       
