#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7415.475197419317     All      0.28207344708202675        -0.061622121934235         0.03126743424584703        -0.1105576320926973        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6086.6257318751       All      0.6565240010735057         -0.05196378934231305       -0.05792183155634324       -0.23336256721141296       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5282.088349322222     All      0.20234177524694932        0.28890534701488946        0.4872606885544158         0.049940809804526094       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7721.029506438515     All      0.1942003403203278         -0.03706958261568971       0.070543812545619          -0.07218417609682988       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4271.135827469458     All      -0.4436425001018555        0.3533654979683831         0.2956684155431184         0.2728060491855524         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5263.203202845084     All      0.12011725296723474        0.2321205256662573         -0.2334942996924602        0.026063372521549028       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6244.324818274092     All      0.5958898510614314         -0.06607079158031937       -0.1151114620779792        -0.22075925503141172       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4270.0981933137045    All      -0.6109641968680777        0.33906103849909996        -0.47772997238473763       0.2881355795278399         
Check         All|All|All                                All                   All      0.9965399707815427         0.9967261236760727         0.00048278517747996075     8.21806071155673e-05       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7415.475197419317     All      -0.00011111031308186328    5.757808602424282e-06      -0.00018359711048506475    2.987469626965267e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6086.6257318751       All      -0.00011449927418839953    -1.0879330515390547e-05    -0.0002248209055575731     2.3719700199225235e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5282.088349322222     All      2.6320852870977782e-05     2.997436537664958e-05      -0.000320077235141744      -1.3093507722718938e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7721.029506438515     All      -4.933296113293341e-05     8.874044851611095e-06      -2.461130954439117e-05     1.7861647093473264e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4271.135827469458     All      -0.00015862971302099793    0.00010894629705196228     6.589882918412459e-06      8.745238567843086e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5263.203202845084     All      2.6514370545471555e-05     3.9471273973450814e-05     -0.000468173837393291      -1.6671958402248084e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6244.324818274092     All      -0.00014523582253012465    7.67998378934685e-06       -9.903493880478837e-05     4.539023443101482e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4270.0981933137045    All      -0.0003510256075341019     0.00011415534697317053     -0.0007418027082030055     0.00011842149299135527     
MWEBV         All|All|All                                All                   All      -0.8254347952748118        -3.9612769162912898        0.019625713982045514       -1.0205711394791328        
Redshift      All|All|All                                All                   All      5.743040248450625          -0.10874874084603192       1.2952995002604493         -1.8483169243521091        
