#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint VEGAHST|ACSWF|F775W 6357.532885131005 All 1.0424286326752585 -0.7315934027696915 -1.8880156567105062 -0.6621108079525373
Zeropoint VEGAHST|ACSWF|F606W 4963.585319762936 All -1.1752363951109592 1.7451107268920385 0.7521590864815987 0.984818539690872
Zeropoint VEGAHST|ACSWF|F850LP 7467.349280377049 All 0.9661508731950779 0.23680923471056126 2.7108564711453877 -0.11659749248781712
Check All|All|All All All 0.8333431107593772 1.2503265588329082 1.5749999009164801 0.20611023925051755
