#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          5977.559809720575     All      0.8310088671873953         0.06585435728858613        -0.874441655243326         -0.2882583116179625       
Zeropoint     AB|DECam|DECam_r          4920.308121817709     All      -0.08304566883671144       0.4143495700184019         -0.07574520815861326       0.15863783235745385       
Zeropoint     AB|DECam|DECam_g          3702.0565080416163    All      -0.5767114015630166        0.45892933202580366        0.13269084309572857        0.3432636413983502        
Zeropoint     AB|DECam|DECam_z          7004.820950872356     All      0.8237540935928935         0.06013737478340886        0.8203834295102932         -0.21212514298585491      
Check         All|All|All               All                   All      0.995005890380561          0.9992706341162005         0.0028874092040824806      0.001518019151986627      
Lambda        AB|DECam|DECam_i          5977.559809720575     All      -0.00010989826181759122    -1.3143514081051265e-05    -3.8429980278316576e-05    2.9801250957137e-05       
Lambda        AB|DECam|DECam_r          4920.308121817709     All      -0.00018753128527733203    6.300138260117938e-05      -0.0013556006184127394     2.111250265666649e-05     
Lambda        AB|DECam|DECam_g          3702.0565080416163    All      -0.001017512628019427      0.0007034599027800889      0.0001844383317014555      0.0005688080072451516     
Lambda        AB|DECam|DECam_z          7004.820950872356     All      -0.0006034773577391885     -6.879701337149567e-05     -0.0010829647887945686     0.00012583523397486545    
MWEBV         All|All|All               All                   All      -0.4494613662665832        -2.834473699382478         0.042927056078296846       -0.7749613441150385       
Redshift      All|All|All               All                   All      8.638241573044118          0.1863102959600127         11.99122283477723          -2.217958875804438        
