#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_i          5977.559809720575     All      0.7309030641353568         0.04247052791548356        -1.0739680056626677        -0.2721713853406055        
Zeropoint     AB|DECam|DECam_r          4920.308121817709     All      -0.20665450677790043       0.4757470730101687         0.22528269425922676        0.23233397684090662        
Zeropoint     AB|DECam|DECam_g          3702.0565080416163    All      -0.5206052004585364        0.4579827650582402         -0.018003024873847195      0.3179549026413875         
Zeropoint     AB|DECam|DECam_z          7004.820950872356     All      0.9912518630346207         0.02367884308256407        0.8718809531934713         -0.2762623222685834        
Check         All|All|All               All                   All      0.9948952199335406         0.9998792090664566         0.005192616916183113       0.0018551718731052436      
Lambda        AB|DECam|DECam_i          5977.559809720575     All      1.1538909802308422e-05     -2.9317421570558417e-06    -0.00019645321189047104    -1.3480371983178763e-05    
Lambda        AB|DECam|DECam_r          4920.308121817709     All      -0.00021410008234749552    0.00022548230853082087     -0.0007155141642534422     0.00011125633562722959     
Lambda        AB|DECam|DECam_g          3702.0565080416163    All      -0.001049499283262832      0.0009367236832057622      0.00037967155685386217     0.0006639211627874832      
Lambda        AB|DECam|DECam_z          7004.820950872356     All      -0.0006970805292907242     -6.209851558852428e-05     -0.0012672490508479895     0.0001502830272755783      
MWEBV         All|All|All               All                   All      -0.4236348486192667        -2.8531993855937188        0.03678080313228582        -0.7897477416760029        
Redshift      All|All|All               All                   All      9.082602333198452          -0.9186472271434099        13.138862235536328         -2.6714089361802555        
