#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4527.269033911732     All      1.2247111537736481        0.39386133091401376       1.5889471842838412        -0.1997277063885173        
Zeropoint     AB|MEGACAMPSF|i           3925.394572893505     All      1.0655537896662477        0.7196814202528046        -2.0375664747235374       -0.20358924314350743       
Zeropoint     AB|MEGACAMPSF|r           3214.2734546202755    All      -1.294322975193263        -0.11557171421436863      0.4449910272454599        0.4038159712415383         
Check         All|All|All               All                   All      0.9959419682466327        0.9979710369524497        -0.0036282631942362586    0.0004990217095135474      
Lambda        AB|MEGACAMPSF|z           4527.269033911732     All      -3.495977135040258e-05    -9.472145363476588e-06    -0.0003185493132171164    -5.9132345028726265e-06    
Lambda        AB|MEGACAMPSF|i           3925.394572893505     All      0.0007830820447420161     0.0005895302541609725     -0.0027366008782786825    -0.00018516811430137564    
Lambda        AB|MEGACAMPSF|r           3214.2734546202755    All      -0.0027040568961307215    -0.0002446902925177099    0.0006641028235658509     0.0008307324724565254      
MWEBV         All|All|All               All                   All      -0.5741670341277147       -1.6275501770874001       0.239881149013453         -0.3324167509918054        
Redshift      All|All|All               All                   All      5.877361264556244         1.0094492258073018        1.6564011647385475        -1.5117215241627886        
