#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
56388.28615000006  18.282  0.014
56389.39745000005  18.209  0.015
56390.29715  18.108  0.013
56391.32433000021  18.048  0.009
56393.35250000004  17.992  0.01
56397.33351999987  18.127  0.014
56398.39258999983  18.184  0.014
56399.32299999986  18.248  0.014
56400.28984999983  18.333  0.012
56401.344180000015  18.408  0.016
56403.30683000013  18.594  0.016
56404.379910000134  18.701  0.017
56405.35385000007  18.855  0.017
56406.282560000196  19.001  0.056
56407.32610999979  19.229  0.054
56411.40140999993  19.554  0.057
56411.40831999993  19.701  0.07
56415.31071999995  20.12  0.034
56416.26580000017  20.236  0.03
56417.265629999805  20.324  0.037
56418.26911999984  20.424  0.061
56419.27523999987  20.49  0.047
56419.2840499999  20.493  0.044
56420.29492999986  20.484  0.05
56423.34000999993  20.484  0.049
56424.380929999985  21.037  0.17
56426.24799000006  20.982  0.061
56426.25857000006  20.999  0.064
56434.338169999886  21.225  0.152
56435.32520999992  20.907  0.134
56436.33031000011  21.635  0.402
