#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_i            7344.30811625031      All      0.15475735843565572        -0.021097752621734855     0.08118164469289278        -0.05365903118386458       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_g            4591.258795140731     All      -0.25687732161620697       0.20560094841801657       -0.0622372089966723        0.14786702684093794        
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_r            6052.28729727695      All      0.593686636584333          -0.03027965138029387      0.005894722028067536       -0.20298329350058034       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7408.672430986375     All      0.20998641136610363        -0.02822505054460578      0.045750023606882066       -0.0755516966373181        
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_B            4264.195347664463     All      -0.2773969931256514        0.18030027922728564       0.10774967272451758        0.15389543241569903        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4681.130922344417     All      -0.23116394821701264       0.24402734666804093       -0.10389618506440293       0.15014902851180142        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3501.932468316808     All      -0.13527824663362148       0.05127082595306476       -0.020141058783582553      0.0598663672747021         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6059.504773407596     All      0.6004578687617226         -0.03375395010376536      -0.0920970924487587        -0.21069352460292115       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_V            5343.823627699322     All      0.382865913077706          0.10245913176012422       0.24430763229738023        -0.08043538621916635       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4285.155467171732     All      -0.33590621653566577       0.19193553413874298       -0.1169376325846197        0.1667170342053146         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5234.6622125122185    All      0.29055462053443576        0.13440362247925108       -0.08901946106925557       -0.05483604697774355       
Check         All|All|All                              All                   All      0.9956860826317984         0.9966412839941263        0.0005550564024484617      0.00033591012686104427     
Lambda        Linear_AB11_off|LCOGT|LCOGT_i            7344.30811625031      All      -5.90365114287458e-05      8.165397143256165e-06     -3.1553279080486295e-05    2.0481794572630405e-05     
Lambda        Linear_AB11_off|LCOGT|LCOGT_g            4591.258795140731     All      -0.00011199754982217885    1.777161478830636e-05     -0.00040282946681999656    2.4293657216985565e-05     
Lambda        Linear_AB11_off|LCOGT|LCOGT_r            6052.28729727695      All      -6.447295602406631e-05     -6.291936192052867e-06    -0.0002781514795761216     6.538849228040646e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7408.672430986375     All      -3.462652642124929e-05     -5.359412099655891e-06    -0.00018317389154752536    1.3590525014926456e-06     
Lambda        Linear_AB11_off|LCOGT|LCOGT_B            4264.195347664463     All      -0.00010043423837853842    5.779080638410406e-05     1.795846981356043e-05      5.234050655605872e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4681.130922344417     All      -6.929650354339534e-05     -3.52983787046765e-05     -0.00039123835018668225    -6.384862911028218e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3501.932468316808     All      -0.0002846603844928279     8.747871296761574e-05     -3.326550083172626e-05     0.0001197334605363183      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6059.504773407596     All      -7.716145694574649e-05     -1.798759757688337e-05    -0.0004724585468258156     -1.8087822626298484e-06    
Lambda        Linear_AB11_off|LCOGT|LCOGT_V            5343.823627699322     All      0.00010782975364320404     2.3503236051665815e-05    -2.2270932643531006e-05    -2.846177047677589e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4285.155467171732     All      -0.00022705559368004028    6.509973105189062e-05     -0.00038078469151255626    7.817192898850512e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5234.6622125122185    All      0.00011440111863318554     1.9331981795868916e-06    -0.0005699496566682711     -6.206873726943055e-05     
MWEBV         All|All|All                              All                   All      -0.9401425145637456        -3.939239396848304        0.003948273341219404       -0.9767283286113392        
Redshift      All|All|All                              All                   All      6.101678089007843          -0.08165131888944188      8.642543042152905          -1.6284368114405006        
