#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_z            7873.454507982709     All      0.20218596215920828        -0.03144459994501858       0.4735639835346639        -0.05496817471009052       
Zeropoint     AB|SDSS|SDSS_g            4179.2016609357315    All      -0.8285215137444601        0.5330408438094736         -0.6800190480401369       0.41315952702685177        
Zeropoint     AB|SDSS|SDSS_r            5460.967226288954     All      0.062431954422334734       0.6258683233422602         -2.7276368825318364       0.06180785537884814        
Zeropoint     AB|SDSS|SDSS_u            3178.2266504564814    All      0.003167204234203247       -0.0011015266007774471     0.004038931459060535      -0.001210227109149642      
Zeropoint     AB|SDSS|SDSS_i            6622.377241738374     All      1.5564376917956422         -0.1268445946060126        2.9216978972286256        -0.41791846074310524       
Check         All|All|All               All                   All      0.9957012988669284         0.9995184459999251         -0.008355118349623325     0.0008705198433545114      
Lambda        AB|SDSS|SDSS_z            7873.454507982709     All      6.026390033127645e-05      -1.0472290858987996e-05    0.00023821009155685523    -1.2410882295431688e-05    
Lambda        AB|SDSS|SDSS_g            4179.2016609357315    All      -0.0007941038263337903     0.0007715008993506504      0.0003336643797631506     0.0005248588748247532      
Lambda        AB|SDSS|SDSS_r            5460.967226288954     All      -0.00017447295273206333    0.00052445329370779        -0.002215330516977886     0.00012880324612830064     
Lambda        AB|SDSS|SDSS_u            3178.2266504564814    All      -2.371006693833989e-06     2.208657092129691e-06      2.7283144029861984e-05    2.7092685726562777e-06     
Lambda        AB|SDSS|SDSS_i            6622.377241738374     All      -0.0005940841974471729     -7.979460303698511e-06     -0.0013176413377760177    0.00013211331396357        
MWEBV         All|All|All               All                   All      -0.6325046394602971        -3.5402178376202187        -0.06775276506765238      -0.9501613442912671        
Redshift      All|All|All               All                   All      7.386523447325375          -3.480487311452052         15.100159544367298        -2.8658921502277224        
