#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
56221.11423  18.551  0.025
56221.1079  18.58  0.031
56221.11268  18.541  0.022
56221.11577  18.603  0.028
56221.10945  18.53  0.027
56221.11099  18.512  0.024
56225.0034  20.022  0.38
56226.00017  15.621  0.056
56226.00175  17.356  0.062
56233.10438  19.965  0.094
56233.10919  20.297  0.129
56233.10434  20.117  0.101
56233.10589  20.076  0.085
56237.07265  20.611  0.115
56244.11807  20.592  0.146
56248.10218  20.493  0.108
56254.10231  20.764  0.231
56254.09901  20.856  0.257
56256.10076  20.357  0.243
56256.09903  20.811  0.232
56256.09748  20.738  0.181
56257.09747  20.677  0.301
56258.09744  20.287  0.443
56259.099  20.477  0.297
56259.09745  20.651  0.336
56261.09743  20.253  0.187
