#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_R
@MAGSYS  Linear_AB11_off
55782.49  14.789  0.016
55786.48  14.436  0.026
55802.51  15.055  0.02
55805.53  15.097  0.015
55808.48  15.133  0.014
55813.46  15.358  0.013
55816.33  15.627  0.032
55823.54  16.099  0.02
55826.42  16.252  0.015
55829.45  16.374  0.015
55832.45  16.484  0.019
55835.47  16.578  0.084
55837.54  16.679  0.021
55841.46  16.803  0.016
55844.32  16.893  0.026
55851.4  17.151  0.023
55854.38  17.253  0.031
55857.38  17.369  0.025
55862.39  17.517  0.025
55867.35  17.723  0.033
