#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                   ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4440.53173761036     All      -2.555549957384881        0.9922902579093673       -0.5121219453529937        1.1327946282673904        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5317.541146381341    All      3.552443982467704         0.009760405631809022     0.5110817309969613         -1.1311613614623164       
Check         All|All|All                            All                  All      0.9968940250828227        1.0020506635411763       -0.0010402143560324095     0.0016332668050740295     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4440.53173761036     All      -0.0005621396120651585    -9.6190934468695e-05     -0.0025215246245947477     3.925075049738862e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5317.541146381341    All      0.0011687594380551318     -9.59969521117002e-06    -0.00013919347873330551    -0.0003900419022321709    
MWEBV         All|All|All                            All                  All      -0.12090521693903655      -2.4043084937829917      -0.008324174648316378      -0.7441510386875487       
Redshift      All|All|All                            All                  All      -0.7853733639810658       -0.21534510533136597     -1.1504180723130268        0.13433908232664987       
