#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_i
@MAGSYS  Linear_AB11_off
56679.31267  10.801  0.047
56679.37891  11.945  0.047
56679.37944  12.238  0.047
56698.13801  10.715  0.043
56698.13765  10.713  0.043
56698.1373  10.715  0.043
56701.17607  10.18  0.086
56701.10801  11.651  0.086
56701.10765  11.515  0.086
56701.10728  11.564  0.086
56703.50701  11.112  0.045
56703.50734  11.1  0.045
56703.50665  11.219  0.045
56704.23464  11.099  0.039
56704.23499  11.085  0.039
56704.23532  11.089  0.039
56710.09336  11.093  0.037
56710.08433  11.135  0.037
56710.09284  11.1  0.037
56710.08485  11.034  0.037
56712.4441  11.072  0.036
56717.44038  11.398  0.062
56717.43882  11.563  0.062
56719.23503  11.192  0.051
56719.23659  11.216  0.048
56730.41357  11.578  0.038
56730.41303  11.56  0.038
56744.27426  12.418  0.06
56744.23106  12.244  0.052
56744.27177  12.305  0.057
56747.36844  12.377  0.034
56754.09858  11.874  0.038
56754.09806  11.911  0.038
56754.09909  11.797  0.038
56758.32203  12.592  0.059
56758.3214  12.328  0.059
56786.11566  13.633  0.034
56790.22946  14.14  0.036
56792.13746  13.914  0.035
56820.16461  14.846  0.037
56948.46722  16.734  0.04
56948.46423  16.732  0.039
56954.47341  17.061  0.037
56962.48704  16.856  0.041
56962.49001  16.809  0.041
56988.49167  16.974  0.039
56988.45895  16.95  0.041
56988.42341  16.988  0.039
56988.42638  16.975  0.039
56988.49464  16.973  0.042
56989.49848  17.188  0.04
56989.49552  17.207  0.039
56991.50575  17.158  0.039
56991.46889  17.075  0.042
56991.47186  17.103  0.041
56991.4119  17.126  0.041
56991.50277  17.158  0.041
56991.40893  17.111  0.042
56992.39561  16.902  0.039
56992.39858  16.867  0.039
