#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                   ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6548.695993080469    All      2.9770993033106454        -1.2681229643501268      0.4692947808355781        -1.3618660855655695      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5468.635144840345    All      -1.979972370914096        2.2734901538770558       -0.46385933821973935      1.3647927672492013       
Check         All|All|All                            All                  All      0.9971269323965494        1.005367189526929        0.005435442615838726      0.002926681683631749     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6548.695993080469    All      -0.0007627939029510801    0.0002746898197295078    -0.0005218041145867003    0.0003146568596033257    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5468.635144840345    All      -0.0003091275846905494    8.516104950896483e-05    -0.001508793434885483     6.110225850820948e-05    
MWEBV         All|All|All                            All                  All      -0.5621898113381278       -3.187661895373317       0.005091712355578134      -0.8549754134991776      
Redshift      All|All|All                            All                  All      9.663370844110638         -1.238510913589863       7.759711461822251         -3.2048212662641213      
