#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            6148.42279208455     All      1.1664399989978445         0.10311935774129921        0.5622867119934539         -0.32126624160046974      
Zeropoint     AB|SDSS|SDSS_r            5070.133297348667    All      0.7874032977724675         0.31477572674578624        -0.8502391840437986        -0.1918926186451732       
Zeropoint     AB|SDSS|SDSS_z            7309.962175548653    All      0.10223890329653415        0.006955791762486285       0.10717517245202048        -0.02625410843912738      
Zeropoint     AB|SDSS|SDSS_g            3880.101934221704    All      -1.0571585804507946        0.5741410748004938         0.18605640144809424        0.5396708085503835        
Check         All|All|All               All                  All      0.9989236196160514         0.9989919510500656         0.005279101849770013       0.0002578398656132297     
Lambda        AB|SDSS|SDSS_i            6148.42279208455     All      -0.00016097127436453038    -2.3109913634359013e-05    -0.00026584773540375866    3.3042417257282226e-05    
Lambda        AB|SDSS|SDSS_r            5070.133297348667    All      -0.00013955397059657365    -5.425812436150097e-05     -0.0018228943707945513     -5.356374024878857e-05    
Lambda        AB|SDSS|SDSS_z            7309.962175548653    All      -2.3392968345586814e-05    -1.362239484155462e-06     -2.019422942914288e-05     6.274957468937712e-06     
Lambda        AB|SDSS|SDSS_g            3880.101934221704    All      -0.0011390515217803551     0.00047842324053839065     -0.0009872665379541592     0.0004828075721886078     
MWEBV         All|All|All               All                  All      -0.566694044267714         -3.1530416344971           0.07629075629479           -0.8390539923833876       
Redshift      All|All|All               All                  All      5.937572130292139          0.862043450051253          4.941833809494388          -1.432735325192233        
