#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|PS|PS_z                5754.989226487453    All      1.0168319890578803         0.08469165756359587        -0.3010403776335728        -0.3170628218990501       
Zeropoint     AB|PS|PS_r                4134.380669074526    All      -0.5528118777718593        0.37555026488735876        -0.3473721289484039        0.28689646937892077       
Zeropoint     AB|PS|PS_g                3255.59187237282     All      -0.474137759879956         0.12004832506455898        -0.0010632446535527656     0.19349850828240334       
Zeropoint     AB|PS|PS_i                5007.630400775747    All      0.9995459006818774         0.41891911665992154        0.6524887341508082         -0.16001167017696913      
Check         All|All|All               All                  All      0.9894282520879424         0.9992093641754352         0.003012982915278739       0.003320485585304872      
Lambda        AB|PS|PS_z                5754.989226487453    All      -0.0002094422579392977     -1.3599641500300212e-05    0.00017040649900049902     7.13968426065361e-05      
Lambda        AB|PS|PS_r                4134.380669074526    All      -0.00035787913483028796    0.00020169936056946053     -0.0005762837285315173     0.00015655622950844645    
Lambda        AB|PS|PS_g                3255.59187237282     All      -0.0010721761557955867     0.0002669785475358441      -0.00011835081817891674    0.00043092529030648835    
Lambda        AB|PS|PS_i                5007.630400775747    All      -0.00017010846534152       -5.9042535954070636e-05    -0.00123337188353648       -1.88618953280288e-05     
MWEBV         All|All|All               All                  All      -0.42925736431309947       -2.3007285116484866        0.03262388835730457        -0.608143867957797        
Redshift      All|All|All               All                  All      7.610413296092197          0.9611432754681459         6.306473134450405          -1.884457068796204        
