#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|g           3012.9107979594387    All      -0.31384227007815724       0.022300727386515007       0.12381490560572903       0.11501812362627269       
Zeropoint     AB|MEGACAMPSF|i           4711.1821247928565    All      2.4044170097401354         0.6635440616802768         0.6281146275336541        -0.5390297212012208       
Zeropoint     AB|MEGACAMPSF|z           5428.980868944362     All      0.314470040655054          0.03333805877829832        0.0072067915890082985     -0.09125232945572039      
Zeropoint     AB|MEGACAMPSF|r           3849.5128393144437    All      -1.425836358088688         0.2809785986302771         -0.7426578465930599       0.5228243751582137        
Check         All|All|All               All                   All      0.9792084222283443         1.0001614464753672         0.016478478135331542      0.007560448127545083      
Lambda        AB|MEGACAMPSF|g           3012.9107979594387    All      -0.0009615803653325903     5.663942767917885e-05      5.952749719221865e-05     0.0003343241238199033     
Lambda        AB|MEGACAMPSF|i           4711.1821247928565    All      -0.00019985707222628572    -7.968603789634223e-05     -0.0010789363147314733    -9.004312960347994e-06    
Lambda        AB|MEGACAMPSF|z           5428.980868944362     All      -1.4391679830024364e-05    -3.6196838992653623e-06    -6.34088018587606e-05     6.791498619246902e-07     
Lambda        AB|MEGACAMPSF|r           3849.5128393144437    All      -0.0017718682808033081     0.0003189992931067134      -0.001436012192228345     0.0006169817275487748     
MWEBV         All|All|All               All                   All      -0.3765583332999827        -2.0627751974185315        0.18996368285138643       -0.5407791008364524       
Redshift      All|All|All               All                   All      3.0054513480473437         -0.3855107668245594        0.2620564979772857        -1.0928535422309495       
