#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_B
@MAGSYS  Linear_AB11_off
53078.32  18.083  0.039
53084.27  16.216  0.017
53086.3  15.97  0.018
53088.3  15.81  0.037
53092.27  15.714  0.014
53094.27  15.758  0.018
53096.23  15.842  0.014
53098.27  15.988  0.021
53100.36  16.109  0.025
53104.21  16.451  0.017
53107.23  16.793  0.026
53109.26  17.042  0.037
53111.24  17.269  0.023
53119.21  18.015  0.037
53127.23  18.514  0.066
53131.16  18.686  0.126
53135.18  18.907  0.068
53139.19  18.938  0.05
53147.19  19.021  0.102
53151.19  19.114  0.075
53155.19  19.181  0.171
53159.19  19.127  0.293
