#Format:      
#Parameter    MagSys|Instrument|Band                RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                    dc/dP                      
Zeropoint     Linear_AB11_off|CNIa02|Bessell12_B    4312.113880793869    All      -2.1554127653568194        0.9150896864907665        -0.2899626458214566      0.9872239639641844         
Zeropoint     Linear_AB11_off|CNIa02|Bessell12_V    5394.681329314365    All      3.1549165572734448         0.08621124440573169       0.2908303258648104       -0.9865998560990991        
Check         All|All|All                           All                  All      0.9995037919166256         1.0013009308964982        0.0008676800433538023    0.0006241078650853771      
Lambda        Linear_AB11_off|CNIa02|Bessell12_B    4312.113880793869    All      -0.00015984919699541178    7.572937893670666e-05     2.577698544329682e-05    7.788600095695444e-05      
Lambda        Linear_AB11_off|CNIa02|Bessell12_V    5394.681329314365    All      0.00013313267623408736     2.8333747556139212e-05    -0.001633973547194637    -0.00010705319369498809    
MWEBV         All|All|All                           All                  All      -0.953035145000666         -4.008066914596142        -0.006704748937558236    -0.9954235570683784        
Redshift      All|All|All                           All                  All      1.4003304790557605         -0.8646471379916143       -0.12147512610144462     -0.7431986023854309        
