#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6505.963882195767    All      3.104990584492539         -1.3517799088960558       0.5054044713213024        -1.4291628927744549       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5432.950739327521    All      -2.1083294946031303       2.358004738289843         -0.49951813782601606      1.4325407973976578        
Check         All|All|All                            All                  All      0.996661089889408         1.006224829393787         0.005886333495286333      0.0033779046232029764     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6505.963882195767    All      -0.0008070713434890664    0.00023551024106059743    -0.0016069052229521878    0.00026789432215153556    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5432.950739327521    All      -0.0008734968310735646    0.0005635451714003322     -0.002148111859190899     0.00037223149112858105    
MWEBV         All|All|All                            All                  All      -0.5587846684624953       -3.157293150273155        -0.001494800522949813     -0.8464864069974931       
Redshift      All|All|All                            All                  All      13.101366212200997        -3.728002104602446        16.27478411904012         -4.755610062701937        
