#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6505.963882195767    All      3.0606214709111423        -1.245984535118616        0.632781856728699          -1.374565111289227        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5432.950739327521    All      -2.062793501709127        2.251065056839785         -0.6271296238717352        1.3771797394392458        
Check         All|All|All                            All                  All      0.9978279692020152        1.005080521721169         0.0056522328569638125      0.002614628150018783      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6505.963882195767    All      -0.0008914928530087416    0.00027653760683674924    -0.0013045374566717765     0.0003222504326649699     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5432.950739327521    All      -0.0005691987011706875    0.00018933277990830022    -0.0019548419269734356     0.00015984304139531825    
MWEBV         All|All|All                            All                  All      -0.5611297125816099       -3.155202640455812        -0.00028472502850439334    -0.8449876010433575       
Redshift      All|All|All                            All                  All      12.740241611120378        -2.029850502425923        15.150691396923731         -4.1349991505432415       
