#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_I
@MAGSYS  Linear_AB11_off
54285.44  15.866  0.065
54289.39  16.052  0.131
54291.44  16.118  0.07
54293.47  16.277  0.1
54295.45  16.553  0.135
54297.45  16.613  0.091
54301.48  16.639  0.089
54303.45  16.561  0.102
54306.48  16.472  0.13
54308.39  16.391  0.097
54310.37  16.485  0.148
54312.41  16.639  0.175
54317.39  16.981  0.153
54320.39  17.099  0.146
54323.41  17.308  0.132
54326.38  17.528  0.186
54329.39  17.692  0.192
54332.35  17.821  0.231
54335.36  18.04  0.4
54345.32  18.48  0.355
54348.4  18.6  0.562
54353.4  18.776  0.402
54357.43  18.954  0.356
54360.3  19.032  0.454
54366.25  19.473  0.828
54379.3  19.804  0.704
54382.26  20.152  0.711
54388.26  20.449  0.581
