#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6189.0428802025335    All      1.1458759016495157         -0.12381878744296415      -0.08608545390024214       -0.41742293038332673      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4781.202604769832     All      -0.20331131700380545       0.34746720730378655       -0.07956472175059283       0.17585607733803285       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5346.567105416281     All      0.6023346187129399         0.33484779813077736       0.20563712248750968        -0.07795261719914454      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7567.05260172005      All      0.29625034996066446        -0.052372649461451815     0.0970102996203154         -0.10922885614792609      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4376.762116113646     All      -0.5301050256861817        0.3172244727487339        -0.11146712673101412       0.27102882803673184       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3576.7956327226307    All      -0.3167429787092024        0.17604781416875603       -0.024689419871882296      0.15941639816140413       
Check         All|All|All                              All                   All      0.9943015489239303         0.9993958554476379        0.0008406998540937093      0.001696899805771479      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6189.0428802025335    All      -0.00018079610754143672    8.424645798476068e-05     -0.0004380314436281136     6.678575170981949e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4781.202604769832     All      -0.0001715639180583552     0.00022434543269343098    -0.0005340463964903729     0.00010512866268163033    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5346.567105416281     All      0.00020778522877227282     0.0001995609989511971     -0.00107608547650921       -5.06996547566246e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7567.05260172005      All      -7.50202083887534e-05      1.461453565610017e-06     -0.00014561132716825784    1.8414628707593514e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4376.762116113646     All      -0.00039043211827989024    0.00019132731757073938    -0.0005237077326135256     0.00016612751676956894    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3576.7956327226307    All      -0.0007823282985786985     0.000437762555121294      -0.00017788694136982924    0.00038948545365873814    
MWEBV         All|All|All                              All                   All      -1.0694039559082729        -3.9886206359794674       0.010487846220179878       -0.9504168876674365       
Redshift      All|All|All                              All                   All      8.586578185747978          -3.1994298852852765       7.106343423993021          -3.521967108125802        
