#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_r                6056.319603324117    All      1.2080784191550322         -0.0590720061082628        -0.4569580312662075        -0.4331445197220734        
Zeropoint     AB|PS|PS_g                4769.010513366147    All      -1.1317795870334613        1.2294315449230986         -0.006228636521616431      0.7688461917762536         
Zeropoint     AB|PS|PS_i                7335.514697346143    All      0.6580582465824665         -0.10614137743338858       0.4375545125826961         -0.2293989106814416        
Zeropoint     AB|PS|PS_z                8430.296302903595    All      0.26500435849529946        -0.06474152831081881       0.030866005925650898       -0.10603167556817723       
Check         All|All|All               All                  All      0.9993614371993369         0.9994766330706284         0.005233850720523105       0.0002710858045613246      
Lambda        AB|PS|PS_r                6056.319603324117    All      -0.000141213108513836      -1.6313680479918258e-05    -0.0003745671193305265     2.3968642568610945e-05     
Lambda        AB|PS|PS_g                4769.010513366147    All      -0.00025377053542293353    -8.340417972840118e-05     -0.001632785046602722      -1.7369770583075108e-05    
Lambda        AB|PS|PS_i                7335.514697346143    All      -0.00013694491753019774    -3.0448005642970073e-05    -0.0007146707837137578     2.797073133043274e-06      
Lambda        AB|PS|PS_z                8430.296302903595    All      0.00032467760052319605     -8.481899349157952e-05     -2.5890905169157545e-05    -0.00013454190489346911    
MWEBV         All|All|All               All                  All      -0.7114492435465851        -4.027649271374667         0.05329196222341928        -1.0778172732910336        
Redshift      All|All|All               All                  All      5.002970685616032          1.689831884803361          9.976633451905508          -0.6339869765151844        
