#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_r                6118.8250385213205    All      1.3991224475718531         -0.054370715849927365      0.16037202542606988       -0.4662938748985046        
Zeropoint     AB|PS|PS_i                7411.2223165909145    All      0.43994960575039443        -0.1364131887603648        -0.09282635061336197      -0.19188273763673935       
Zeropoint     AB|PS|PS_z                8517.302830591656     All      0.3542916751055623         -0.12201933368443107       0.0254474868990634        -0.15401456126541424       
Zeropoint     AB|PS|PS_g                4818.230022428115     All      -1.1925563717562042        1.3110682259403816         -0.0908344546078188       0.8114593737509168         
Check         All|All|All               All                   All      1.000807356671606          0.9982649876456584         0.002158707103952495      -0.0007318000497413824     
Lambda        AB|PS|PS_r                6118.8250385213205    All      -0.00010859630253379449    4.374464268367021e-07      -0.0005464942038120296    1.112835278123229e-05      
Lambda        AB|PS|PS_i                7411.2223165909145    All      -2.7046962381696143e-05    -2.7250850959014918e-05    -0.0002550310188162875    -1.1447276272035887e-05    
Lambda        AB|PS|PS_z                8517.302830591656     All      0.00041513062812954907     -0.0001402324507817437     1.802265108943969e-05     -0.00018009575756092492    
Lambda        AB|PS|PS_g                4818.230022428115     All      -0.0007194444661495047     0.0004562730965772201      -0.0016916053122237448    0.0003074813143166358      
MWEBV         All|All|All               All                   All      -0.7239592170671298        -4.103921258475118         -0.01943699129855203      -1.1018322179856321        
Redshift      All|All|All               All                   All      5.878838056294333          -0.902904552567918         7.121314192881645         -1.891245134995917         
