#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_r                6118.8250385213205    All      1.3989175998143921         -0.036441321678459815      0.2525042614003399        -0.4562755171599366        
Zeropoint     AB|PS|PS_i                7411.2223165909145    All      0.4422089464768609         -0.12200292472748231       -0.08398783954557812      -0.1875303600071946        
Zeropoint     AB|PS|PS_z                8517.302830591656     All      0.35325847834707613        -0.10513621589787192       0.08828125069806048       -0.14537464589554194       
Zeropoint     AB|PS|PS_g                4818.230022428115     All      -1.193904949336193         1.2623260960040739         -0.2536155425699878       0.7887575622176478         
Check         All|All|All               All                   All      1.000480075302136          0.9987456337002598         0.0031821299828344585     -0.00042296084502535525    
Lambda        AB|PS|PS_r                6118.8250385213205    All      -0.0003051627987193187     8.018472587428626e-06      -0.0005059132712093544    7.943685770393022e-05      
Lambda        AB|PS|PS_i                7411.2223165909145    All      -4.214494667769318e-05     -2.5074425954835918e-05    -0.0003146734171724113    -8.481999162789278e-06     
Lambda        AB|PS|PS_z                8517.302830591656     All      0.00042553145615225447     -0.0001277126043491261     6.32655295720937e-05      -0.00017738654167752564    
Lambda        AB|PS|PS_g                4818.230022428115     All      -0.00041025408246842513    5.3247442488144304e-05     -0.0018820433483591847    6.699074470076909e-05      
MWEBV         All|All|All               All                   All      -0.7227526517404232        -4.098192061030037         -0.0020467673850460078    -1.09958300209165          
Redshift      All|All|All               All                   All      6.038087906973148          0.7322379275811919         8.703244000810699         -1.3399040883651108        
