#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_i                7344.563499399129    All      0.5636282440697526         -0.09670656969138491       0.01951005629278334        -0.2142221290061975        
Zeropoint     AB|PS|PS_z                8440.695584431936    All      0.3853911599475073         -0.10619828779860896       0.21943990014128217        -0.15033426105106207       
Zeropoint     AB|PS|PS_g                4774.893376928491    All      -1.1279983516699703        1.2527839539879793         -0.01796004300262337       0.7746976481324398         
Zeropoint     AB|PS|PS_r                6063.790440684708    All      1.1785657604317872         -0.05082570090131355       -0.21895816836358215       -0.4102243421494826        
Check         All|All|All               All                  All      0.999586812779077          0.9990533955966718         0.002031745067859997       -8.30840743024086e-05      
Lambda        AB|PS|PS_i                7344.563499399129    All      -7.307704173829918e-05     -9.64061007158851e-05      -0.00044873689785099346    -2.762410878930685e-05     
Lambda        AB|PS|PS_z                8440.695584431936    All      0.0004945760828171028      -0.00013273877138751753    0.00025601152926027753     -0.00019291246732767504    
Lambda        AB|PS|PS_g                4774.893376928491    All      -0.0005056208309416521     0.0002679740088533919      -0.0007756222812404126     0.00021737282972804806     
Lambda        AB|PS|PS_r                6063.790440684708    All      -0.00023496291940353908    4.315880769349163e-06      -0.0009699090287723775     3.465839193194544e-05      
MWEBV         All|All|All               All                  All      -0.6809653766082135        -4.048579962030718         0.06733641261942998        -1.0939379468708934        
Redshift      All|All|All               All                  All      6.958479184750158          0.009699980051358637       9.022634002698332          -1.8608072789345693        
