#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4882.710022561968     All      1.0048430658913783         0.2429805178890021        0.31441335815213306        -0.23413287229170485      
Zeropoint     AB|MEGACAMPSF|r           3466.8391626041252    All      -1.723685166540222         0.008964697934743526      -0.012311671017934126      0.5638316500148236        
Zeropoint     AB|MEGACAMPSF|i           4239.198279580999     All      1.7175756972837075         0.7471087738904814        -0.3043826869620865        -0.32969620570261626      
Check         All|All|All               All                   All      0.9987335966348638         0.999053989714227         -0.002280999827887542      2.572020502467076e-06     
Lambda        AB|MEGACAMPSF|z           4882.710022561968     All      -0.00019368079140989137    -5.164501379914565e-05    -0.00022758252610118125    3.61097627149459e-05      
Lambda        AB|MEGACAMPSF|r           3466.8391626041252    All      -0.0021351318475572806     -2.121170732534856e-05    -0.0007457188682175447     0.0006552953274547649     
Lambda        AB|MEGACAMPSF|i           4239.198279580999     All      -2.6961298916571604e-05    -5.728971521875855e-05    -0.0018774878742890352     -9.366262380449017e-05    
MWEBV         All|All|All               All                   All      -0.38409385037245336       -1.783035072917194        0.02607609344965147        -0.4545175236945076       
Redshift      All|All|All               All                   All      2.7631363392104435         0.23825637665364496       -0.5141354779971404        -0.84537997493238         
