#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5334.111793909758     All      0.34253909782095754        0.3919151539523824        0.37961260114487483        0.03302377279748297        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6103.487718686943     All      0.6306504590336728         -0.05310955150790164      -0.538172271376963         -0.24673928720528285       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4316.2592892618195    All      -0.41165985041178915       0.18885452191037544       -0.27418735668936733       0.18337156496929033        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7488.51043225644      All      0.22817869835177562        -0.07542807659550732      0.3054928037534677         -0.08526197421272243       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6146.573088970689     All      0.6901880587522918         -0.11055894276692513      0.5036055344520834         -0.2383560401626324        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4715.10893422857      All      -0.35822024337812064       0.16233918343999676       -0.8133369564615365        0.1332678383657612         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5272.6580339957145    All      0.18324190794798845        0.13129841471792858       -0.1807678542438665        -0.024986543733377716      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4313.202370728754     All      -0.5053770635130163        0.4153288665255772        0.6779987309550036         0.3301601811659378         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7462.4483163614805    All      0.19787328364541318        -0.05536523543918648      -0.0584713269091814        -0.0850974237365334        
Check         All|All|All                                All                   All      0.9974143482491731         0.9952743342367398        0.0017739046245149187      -0.0006179117520764554     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5334.111793909758     All      7.380935425651752e-05      6.305467154865143e-05     -5.556566649809711e-05     -5.982794468438242e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6103.487718686943     All      -0.00010150920634493041    5.3274225164953575e-05    -0.0004892054998373187     2.8587061248264272e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4316.2592892618195    All      -0.0002708194457209737     8.866450656997008e-05     -0.0006354703623864235     8.873762626840514e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7488.51043225644      All      -0.0001040277727442038     4.038265591193845e-05     -0.00015426562475909285    4.015506125867965e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6146.573088970689     All      -0.00019080526200555747    5.052477838359655e-05     -0.00023453780443959504    6.814278865828322e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4715.10893422857      All      -0.00021472284653135666    6.850079302277491e-05     -0.0009771231854799212     4.865073718025483e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5272.6580339957145    All      7.124079708484632e-05      5.964736166183043e-05     -0.00041888583266367567    -2.2469314168709925e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4313.202370728754     All      -0.00019180066293539186    6.057807120860745e-05     -0.00010276142152327538    7.762228644798391e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7462.4483163614805    All      -3.454328794398853e-05     2.9258222103859426e-07    -0.00032570977321778454    -3.1877422689932774e-06    
MWEBV         All|All|All                                All                   All      -0.8632610474602935        -4.01390815377658         0.04970438398874986        -1.0240513373647646        
Redshift      All|All|All                                All                   All      7.719125640631541          -1.7739536512156207       10.55770915615416          -2.6210661685518053        
